gene_id,alpha,f,mu,theta
LOC105447970,-16.9998346736,0.945319020842,0.0556451198246,0.00217558942327
LOC105447971,-1.00000901513,0.471356532864,0.0467361644183,0.00571535486932
LOC105447974,-1.62720596452,1,0.0117336564474,0.00646552362329
LOC105447976,NA,0.913572699257,1.98208536141e-14,0.00256530240216
LOC105447977,NA,0.622543820773,2.33089143063e-14,0.00398490953154
LOC105447978,NA,0.0666495604676,0.0406597898812,0.0106237038219
LOC105447979,0.555555467451,0.136388278964,0.00869237149285,0.0195800986694
LOC105447980,NA,2.1469489797e-13,3.40731006412e-15,0.0012119526817
LOC105447981,-1.12295309115,0.256192360309,3.28390069102e-14,0.031178525084
LOC105447985,NA,0.904831883447,7.08357107986e-14,0.0061566510079
LOC105447986,0.66666752622,0.119496726044,0.00458969177862,0.0049496754664
LOC105447990,0.841269839005,0.143369255818,0.00637843155133,0.0143678169459
LOC105447991,-0.562174186158,0.24630974881,1.67882589087e-13,0.0113712518093
LOC105447992,0.124999383982,0.207230832786,0.010238742089,0.0181289546159
LOC105447993,-0.185185877724,0.102163536611,0.00161544139325,0.0132720642244
LOC105447994,NA,0.049326358812,1.35689204922e-14,0.00786358182432
LOC105447995,0.582027064592,0.14829004739,3.52332902732e-15,0.0131297427408
LOC105447996,0.278997057914,0.460924966915,1.16357939632e-14,0.00623001250051
LOC105447997,NA,0.0650593253776,2.31074570132e-14,0.0169606433849
LOC105447998,NA,0.0374149590064,6.81337526025e-14,0.00937569787897
LOC105447999,NA,0.0640980292426,1.27749425821e-14,0.0121369128685
LOC105448000,0.887700568388,0.0644858906068,0.0106452767442,0.00839237252987
LOC105448001,0.158828831449,0.152737848126,8.17299204077e-13,0.0288122476487
LOC105448002,0.58974318995,0.482398153393,0.0101832062188,0.00428356553617
LOC105448003,0.579415219209,0.995700249717,4.56694509783e-15,0.00427551046302
LOC105448004,-2.42857163778,0.47159084584,0.0421282214486,0.00830909699106
LOC105448005,0.66666777337,0.108334818997,0.0011345286338,0.00122351675426
LOC105448006,-2.99998142333,0.624026491561,0.0228673810386,0.00135492795404
LOC105448007,0.625000250724,0.0430601770466,0.0780452551845,0.0178551523767
LOC105448008,0.649999055925,0.440265703326,0.00501042366356,0.0144278688381
LOC105448009,0.138459785436,0.457565171213,0.0235713648024,0.00566361457814
LOC105448010,-0.0909085267107,0.263241397458,0.0228753175213,0.0101873950712
LOC105448011,NA,0.700352021872,0.0103766016576,0.00436492137181
LOC105448012,0.583333978774,0.484891726501,0.00469375802664,0.0042342594436
LOC105448013,NA,3.99128237161e-13,0.0179329517922,0.00710985219829
LOC105448014,-0.144818099748,0.999999999953,0.0566778171585,0.00442086624078
LOC105448015,NA,0.999999999999,5.48320072257e-14,0.00904924665055
LOC105448016,-1.26041093985,0.508038022414,0.0333145837957,0.0165352082972
LOC105448017,0.476189193353,0.422557908467,0.0047172433795,0.0154235951168
LOC105448018,0.240280134407,0.999999999943,0.00154698352053,5.08314281805e-4
LOC105448020,-0.0952394656681,0.546360190963,0.00343816920988,0.00370782496618
LOC105448021,-0.550422521002,0.390686194075,0.0200783810085,0.0112786233495
LOC105448022,0.136001779893,0.400106955899,0.00310868411365,0.0179411208156
LOC105448023,0.422220809919,0.505949661064,0.00838660830912,0.00688965421333
LOC105448024,NA,0.18215570312,2.20665142398e-15,0.0197780422466
LOC105448025,-0.0384610335793,0.247234794249,0.00444229415754,0.00923328131451
LOC105448026,0.319052160931,0.416964725198,1.6232168003e-14,0.0104449614362
LOC105448027,NA,0.338065099588,3.8176186121500003e-14,0.0129114403995
LOC105448028,-1.39003601991,0.999999999995,0.00341403938824,0.00741564501686
LOC105448029,-3.00000847017,0.258607454011,0.0181049058577,0.00761581427997
LOC105448030,-0.538457778454,0.283538862227,0.0013513013004,0.00922378853908
LOC105448031,0.23076921544,0.14532715345,0.0105078535154,0.0128814901964
LOC105448032,-1.14285174251,0.172837958976,0.0396155841259,0.0123573191733
LOC105448033,0.92307687424,0.0339565468411,0.0296572621488,0.00774893899807
LOC105448034,0.618182266544,0.297351845373,0.0177073521897,0.00788587275981
LOC105448035,-0.142855459978,0.558259235783,0.00689095970323,0.00956906693117
LOC105448036,0.719609438409,0.302277859478,1.52904133778e-14,0.00673869897164
LOC105448037,NA,0.122062374728,3.73337156611e-4,0.0177593760137
LOC105448038,-0.922676754697,0.256545933726,2.45118403355e-14,0.0089738704864
LOC105448039,0.919888630532,0.192435625359,1.876697229e-13,0.0104079919286
LOC105448040,0.973296160111,0.0658666439944,8.9216056877e-14,0.0081545831334
LOC105448041,-0.250000780366,0.38978068152,0.00917938813197,0.00989934900902
LOC105448042,0.030303846334,0.242994760989,0.0113161519265,0.0106847984321
LOC105448043,-0.739129740467,0.175042337657,0.0149036472709,0.0150494208565
LOC105448044,0.333334436556,0.173228302458,0.00917937945246,0.00989936490841
LOC105448045,0.339079413196,0.357620050427,2.51222808446e-13,0.0115981783105
LOC105448046,NA,0.26493866001,0.00791306046077,0.0127218015031
LOC105448047,0.519331018854,0.197800497858,9.86276780936e-15,0.0104979194609
LOC105448048,0.735632113216,0.277063629915,9.19098086294e-14,0.0121314786832
LOC105448049,0.679553829905,0.325197453429,4.50970534461e-14,0.00890127924606
LOC105448050,0.82573501239,0.999999999998,2.41499280034e-13,0.0017096230664
LOC105448051,-0.0815052786264,0.14125713253,2.77122912662e-12,0.0168677300353
LOC105448052,0.35833167357,0.26206042808,0.020387336713,0.0109036278414
LOC105448053,0.638888937884,0.289009958175,4.86315236821e-4,0.0231331035915
LOC105448054,-4.6249938369,0.423083896275,0.0120437114343,0.00548434376441
LOC105448055,0.151515614352,0.734780323141,0.0177487765073,0.00463745213987
LOC105448057,0.158830442527,0.167969262486,6.21218017041e-13,0.0110669477703
LOC105448058,0.499998336233,0.24652212717,0.00466932110349,0.00826758147571
LOC105448059,-0.943184246001,0.603985796855,0.0237468938726,0.0078208226735
LOC105448060,NA,0.0334447136659,0.0187524825445,0.0229885307095
LOC105448061,-0.321839205975,0.28154932969,5.15326375611e-15,0.0102802384665
LOC105448062,0.43921897672,0.313748203833,1.3214534226e-12,0.012484250351
LOC105448063,NA,0.371268141869,2.34735716233e-14,0.00923506428393
LOC105448064,-0.682342612824,0.861082283034,9.32667486867e-15,0.00425858197427
LOC105448065,NA,0.209658557131,3.16707174751e-14,0.0062631857505
LOC105448066,0.0787178105133,0.152977263389,2.28881733295e-14,0.0175061809174
LOC105448067,0.687564834387,0.11742392953,5.24537499454e-16,0.00585924490334
LOC105448068,-0.184210771201,0.0528604085324,0.00639776059149,0.012605533042
LOC105448069,0.657143165243,0.381917442359,5.70645587522e-4,0.00578154388
LOC105448070,0.595801296951,0.788334758486,7.84347781059e-14,0.0121915379566
LOC105448071,0.799999101755,0.0197626177405,0.00423143759758,0.0121847299546
LOC105448072,NA,0.137995128012,2.96465422334e-14,0.00722903196441
LOC105448073,-0.17209338781,0.158866213116,0.0171510932732,0.0191942809993
LOC105448074,0.749999923938,0.0696020009094,0.0074315231196600004,0.00449775076808
LOC105448075,-0.16666888811,0.0721971977089,3.47213469748e-4,0.00843519075068
LOC105448076,-1.97374612712,0.791103547749,0.0623483996277,0.00995462058883
LOC105448077,0.930555634793,0.0461783097568,0.0232106915326,0.0105694296597
LOC105448078,-1.35713180606,0.522813571876,0.0349164544328,0.00688673648603
LOC105448079,0.230768288461,0.163793793742,0.0020882057409,0.0142535957855
LOC105448080,-0.199997777325,0.42048412633,0.0107627987054,0.00884175515693
LOC105448081,0.166668815335,0.306728327018,0.00360957896516,0.00389270139765
LOC105448082,0.51933170573,0.589401056902,9.96592998093e-15,0.00483260182613
LOC105448085,NA,0.996386604577,7.00157472327e-14,0.00953055027284
LOC105448086,0.515152409963,0.257807726087,0.00279077122654,0.0104063248752
LOC105448087,0.404764537339,0.137740470044,0.134397219015,0.00376176091692
LOC105448088,0.999682407712,2.38415468522e-4,0.0389610299692,1.14957242726e-14
LOC105448089,NA,0.020717757982,2.67602786889e-14,0.0101087686241
LOC105448090,-0.454540930843,0.185867425165,0.00363082417761,0.013538753758
LOC105448091,0.999999999998,1.83520247525e-13,0.0156120011319,0.00795319182295
LOC105448092,0.0270263848971,0.592780339838,0.0133538169895,0.0150366675352
LOC105448094,-0.714285071009,0.164776376591,0.00358955511775,0.00498459906337
LOC105448097,NA,0.999999999999,2.69111336285e-14,4.08303465754e-4
LOC105448098,NA,0.194182581477,1.93252625332e-14,0.00731854246247
LOC105448099,-0.455881965521,0.345135424098,0.0193031974356,0.0190636501441
LOC105448100,0.587770594194,0.357199456096,0.0116916287882,0.0166027969911
LOC105448101,0.250000098142,0.175371942144,0.0364427515398,0.00952186423195
LOC105448102,-5.66668339967,0.495325807166,0.0239908057638,0.0126671174439
LOC105448103,-0.94635165013,0.999999999991,0.0420640136798,0.00294724582773
LOC105448104,NA,0.215053677037,0.00649163126907,0.011494260115
LOC105448105,-3.36793925551,0.999999999987,0.024483546916,0.00715905213001
LOC105448106,-4.22546708423e-6,0.756383998699,0.00318608911954,0.00564133151164
LOC105448107,NA,1.15054915966e-13,0.00375364133157,0.0139967033832
LOC105448108,-0.769233293007,0.393683127946,0.0404211427729,0.0105613275402
LOC105448109,0.805668131297,0.286551516267,0.00454989032415,0.0115754998849
LOC105448110,NA,0.0236458807128,3.35297957312e-14,0.0163211980131
LOC105448111,NA,0.0667246578901,0.0101696522749,0.0180066735034
LOC105448112,NA,0.229807548684,1.39622641994e-13,0.00309382751667
LOC105448113,0.287037666395,0.616596422332,0.0342381804175,0.01699358666
LOC105448114,NA,0.256706106064,0.00138806703491,0.0068622242925
LOC105448115,-0.0406498486425,0.0737803897457,0.0161494728751,0.0137461736733
LOC105448116,0.439219588326,0.604071568015,2.77828156522e-14,0.00822831221835
LOC105448119,-0.94444030521,0.317496648522,0.0111532021506,0.00588890433361
LOC105448121,-0.499997781469,0.340938407809,0.034013845545,0.00271518508424
LOC105448122,-0.499993404717,0.275007783974,0.136037191797,0.00531869100922
LOC105448123,-0.322220662971,0.386296420293,0.00845578866989,0.0056100018593
LOC105448124,NA,0.999999999976,0.00343146814971,0.00109782841572
LOC105448125,-5.49254469247,0.182041240554,0.0089245160773,0.00656161443684
LOC105448126,0.0624973588298,0.0591882493593,0.00223821255029,0.00764160495136
LOC105448127,0.605714043986,0.0476402279963,0.0190375796964,0.00547171625976
LOC105448129,0.144445472965,0.0868294497899,0.00867277762435,0.00808821958722
LOC105448130,NA,0.062223165253,0.0147382249452,0.00475077870165
LOC105448131,-1.57142568439,0.3122094347,0.00483839072814,0.0118178405006
LOC105448132,-1.4999852545,0.26770691566,0.0137167401041,0.00358396543799
LOC105448133,-3.40001004807,0.405367877023,0.00815046742855,0.0066956734558
LOC105448134,NA,0.196821204434,0.00251695691339,0.00445656671507
LOC105448135,0.846154482683,0.142870176809,0.00142922880474,0.0097557429927
LOC105448136,NA,8.43737715683e-13,0.0110156796195,0.00463374980068
LOC105448137,0.720498372587,0.279292699712,3.10303697243e-4,0.00694791849977
LOC105448138,-0.142859738965,0.0956714630616,0.00240732855913,0.00787106484122
LOC105448139,0.772727846468,0.0761275590182,0.00937511347881,0.00885205590856
LOC105448140,0.999999999999,6.91813125375e-14,0.0264619170001,0.0285374450527
LOC105448141,NA,0.231949914997,0.00788692392701,0.00850553216298
LOC105448142,NA,0.193196490792,0.0115497966879,0.0160385038498
LOC105448144,0.333332807213,0.063945993249,0.00678812830406,0.00732053074802
LOC105448145,NA,1.84751718099e-12,0.00448357865016,0.00188602357438
LOC105448146,-0.57498653725,0.717922594345,0.0224031532038,0.00315995139648
LOC105448147,-4.56097879505,0.112248556485,0.0102873816,0.00688983155422
LOC105448148,0.914286098434,0.177441698482,0.00113717791335,0.0115217106273
LOC105448150,0.283950353615,0.358310967,0.0154606876914,0.00892223093664
LOC105448151,-0.636363086265,0.1510772377,0.00933838370384,0.00743018046453
LOC105448152,NA,0.044469578238,0.0162126415816,0.0174841978875
LOC105448154,-0.400002490833,0.572728518347,0.00295677458082,0.00851424849533
LOC105448155,NA,0.0245583718237,2.0859714276e-4,0.00992309302151
LOC105448156,NA,5.63459153214e-13,3.77252669448e-14,0.00416698392098
LOC105448157,NA,1.44266185434e-12,0.0252214003054,0.00308432405813
LOC105448158,0.381818193106,0.13657635595,0.00283551731276,0.0105731110472
LOC105448159,-0.32183953271,0.146272276235,5.12025071514e-14,0.0172878727428
LOC105448161,0.374998555128,0.11838204199,0.00529480704154,0.00937508819033
LOC105448162,0.571429967296,0.101321292045,0.0134088614307,0.00999502525826
LOC105448163,NA,9.45110289376e-13,4.99545293074e-14,0.00264235788311
LOC105448164,0.70238056224,0.285537502818,0.00738159989902,0.0107665172025
LOC105448165,0.700000167446,0.0376750146747,0.00756659745649,0.00967258161984
LOC105448166,-0.0526324455803,0.19164350082,0.016797734176,0.0128339441115
LOC105448167,-1.79999505321,0.595605760541,0.011406222206,0.00937033194362
LOC105448168,NA,0.333579915812,1.713930542e-13,0.0101344977369
LOC105448169,0.999999999999,2.7683899894e-13,1.36933922393e-4,0.0065138657658
LOC105448170,NA,0.697787973323,0.00929396472724,0.00242836801862
LOC105448171,-0.201672727414,0.695233428776,6.65317145288e-15,0.00530752871539
LOC105448172,0.121995747076,0.999999999991,2.13841994233e-14,0.00584568621161
LOC105448173,0.999999999998,2.51757597418e-13,0.0121501298454,0.00541099223664
LOC105448174,NA,0.098454312837,0.0108420622332,0.00656189377068
LOC105448175,NA,0.0719071823047,1.00818841441e-13,0.00773457181776
LOC105448176,NA,0.205549466961,2.54006073653e-14,0.0129680193674
LOC105448178,0.636363149863,0.0361307698968,0.0098349488603,0.00531619125063
LOC105448179,-0.0714269097597,0.320064028935,0.00396485357477,0.00968424359313
LOC105448180,NA,0.728917091388,0.011556384206,0.00141320776339
LOC105448181,-0.230771425219,0.0677785739359,0.0170312653564,0.00790609518036
LOC105448182,-1.66667615424,0.363485758896,0.0344397412127,0.00421162962763
LOC105448183,0.571430205827,0.0888301275013,3.51126179513e-4,0.00355754667282
LOC105448184,NA,0.190609042842,9.03376067277e-15,0.011461971149
LOC105448185,0.759665406787,0.045614374367,8.50920833987e-15,0.00645019821714
LOC105448186,0.142859126305,0.332442883868,0.0044472337755,0.0145409376164
LOC105448187,NA,2.88582873626e-12,5.41013865186e-14,0.0058082212908
LOC105448188,NA,0.125119118892,1.96347230377e-13,0.0149666090312
LOC105448189,NA,0.153731263153,1.55086564884e-14,0.0104679727524
LOC105448190,-0.172840072287,0.26373720688,0.010377086257,0.0095343987773
LOC105448191,-2.49998955529,0.179635450182,0.00816843094535,0.00494377070729
LOC105448193,-1.30768540579,0.436108476235,7.76739069647e-4,0.00530191383108
